City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
518,limon,10.0,-83.0333,25.94,94,75,1.54,CR,1722990660
519,antofagasta,-23.65,-70.4,14.6,80,95,2.44,CL,1722990611
520,achacachi,-16.05,-68.6833,5.52,81,0,3.99,BO,1722990662
521,brookings,44.3114,-96.7984,22.0,65,0,4.12,US,1722990663
522,harpswell center,43.8018,-69.9842,18.95,77,100,2.51,US,1722990664
523,arraial do cabo,-22.9661,-42.0278,22.23,88,0,11.69,BR,1722990665
524,piriapolis,-34.8682,-55.2744,18.9,91,100,2.06,UY,1722990666
525,bardai,11.65,7.2333,21.55,89,100,5.4,NG,1722990668
526,turpan,42.9333,89.1667,33.56,23,100,2.52,CN,1722990669
527,irymple,-34.25,142.1667,15.14,49,34,4.66,AU,1722990670
528,sinjar,36.3209,41.8754,31.46,25,0,5.25,IQ,1722990671
529,fenoarivo be,-18.4333,46.5667,12.96,69,0,2.12,MG,1722990672
530,yanam,16.7333,82.2167,25.08,89,100,1.97,IN,1722990673
531,knysna,-34.0363,23.0471,12.04,68,0,1.96,ZA,1722990674
532,jianguang,28.1938,115.7836,30.91,60,6,1.02,CN,1722990676
533,chaoyang,41.5703,120.4586,25.99,77,95,1.83,CN,1722990429
534,missoula,47.0166,-113.8009,23.22,41,31,2.97,US,1722990678
535,forbes,-33.3833,148.0167,16.07,56,9,2.77,AU,1722990679
536,okha,53.5739,142.9478,16.84,85,98,5.3,RU,1722990681
537,guerrero negro,27.9769,-114.0611,27.65,52,23,6.61,MX,1722990589
538,saint-francois,46.4154,3.9054,20.69,88,0,2.06,FR,1722990684
539,klyuchi,52.2667,79.1667,19.88,76,100,1.81,RU,1722990685
540,mazatlan,23.2167,-106.4167,29.98,80,100,5.14,MX,1722990686
541,ibotirama,-12.1853,-43.2206,23.52,47,0,3.42,BR,1722990687
542,kapa'a,22.0752,-159.319,29.18,67,0,5.66,US,1722990688
543,pasuquin,18.3328,120.6177,27.97,83,40,3.6,PH,1722990689
544,tantou,26.0314,119.5986,29.87,70,0,2.0,CN,1722990690
545,mendota,36.7536,-120.3816,41.15,10,0,3.66,US,1722990692
546,dalbandin,28.8947,64.4101,28.98,66,41,3.69,PK,1722990693
547,suisun,38.2383,-122.0402,39.64,17,0,5.14,US,1722990695
548,constitucion,-35.3333,-72.4167,6.98,86,6,2.88,CL,1722990696
549,harstad,68.799,16.5293,14.66,59,2,3.4,NO,1722990697
550,fonte boa,-2.4959,-66.2662,25.31,65,0,0.51,BR,1722990698
551,luau,-10.7073,22.2247,17.54,24,4,2.14,AO,1722990700
552,willowmore,-33.2926,23.4895,7.87,41,0,0.9,ZA,1722990701
553,sukumo,32.9333,132.7333,32.58,59,0,2.15,JP,1722990702
554,kalabo,-14.97,22.6814,15.15,17,1,2.43,ZM,1722990703
555,west end,26.6833,-78.9667,29.99,78,100,7.59,BS,1722990704
556,tannum sands,-23.9504,151.3693,18.94,88,100,1.54,AU,1722990705
557,novodvinsk,64.4165,40.8122,8.86,76,6,2.01,RU,1722990706
558,moundou,8.5667,16.0833,21.58,97,80,1.58,TD,1722990708
559,alta,69.9689,23.2717,15.59,67,0,2.06,NO,1722990709
560,tagta,41.6504,59.9164,25.97,50,0,3.09,TM,1722990710
561,al hilaliyya,14.9398,33.234,23.88,84,51,4.33,SD,1722990711
562,indre arna,60.4247,5.4764,20.12,83,100,1.74,NO,1722990712
563,mount pleasant,32.7941,-79.8626,26.11,96,100,5.66,US,1722990713
564,sandnessjoen,66.0217,12.6316,14.29,74,8,7.62,NO,1722990714
565,gobabis,-22.45,18.9667,12.77,25,9,1.55,NA,1722990716
566,kuta,-8.7233,115.1723,26.97,83,20,6.17,ID,1722990717
567,sorong,-0.8833,131.25,26.93,85,18,4.94,ID,1722990718
568,berdigestyakh,62.0989,126.6992,17.52,51,0,4.26,RU,1722990719
569,dryden,49.7833,-92.7503,22.16,40,75,2.57,CA,1722990496
570,zyrya,40.3661,50.2917,28.05,74,0,10.41,AZ,1722990721
571,amahai,-3.3333,128.9167,25.2,89,95,4.05,ID,1722990724
572,eufaula,31.8913,-85.1455,32.02,51,0,2.06,US,1722990725
573,remire-montjoly,4.9167,-52.2667,26.02,94,100,1.54,GF,1722990726
